"rgn_id","year","percent"
8,2004,7.19999980926514
3,2004,7.19999980926514
5,2004,7.19999980926514
11,2004,7.19999980926514
1,2004,7.19999980926514
10,2004,7.19999980926514
7,2004,7.19999980926514
2,2004,7.19999980926514
6,2004,7.19999980926514
9,2004,7.19999980926514
4,2005,6.69999980926514
8,2005,6.69999980926514
3,2005,6.69999980926514
5,2005,6.69999980926514
11,2005,6.69999980926514
1,2005,6.69999980926514
10,2005,6.69999980926514
7,2005,6.69999980926514
2,2005,6.69999980926514
6,2005,6.69999980926514
9,2005,6.69999980926514
4,2006,6.30000019073486
8,2006,6.30000019073486
3,2006,6.30000019073486
5,2006,6.30000019073486
11,2006,6.30000019073486
1,2006,6.30000019073486
10,2006,6.30000019073486
7,2006,6.30000019073486
2,2006,6.30000019073486
6,2006,6.30000019073486
9,2006,6.30000019073486
4,2007,6
8,2007,6
3,2007,6
5,2007,6
11,2007,6
1,2007,6
10,2007,6
7,2007,6
2,2007,6
6,2007,6
9,2007,6
4,2008,6.09999990463257
8,2008,6.09999990463257
3,2008,6.09999990463257
5,2008,6.09999990463257
11,2008,6.09999990463257
1,2008,6.09999990463257
10,2008,6.09999990463257
7,2008,6.09999990463257
2,2008,6.09999990463257
6,2008,6.09999990463257
9,2008,6.09999990463257
4,2009,8.30000019073486
8,2009,8.30000019073486
3,2009,8.30000019073486
5,2009,8.30000019073486
11,2009,8.30000019073486
1,2009,8.30000019073486
10,2009,8.30000019073486
7,2009,8.30000019073486
2,2009,8.30000019073486
6,2009,8.30000019073486
9,2009,8.30000019073486
4,2010,8
8,2010,8
3,2010,8
5,2010,8
11,2010,8
1,2010,8
10,2010,8
7,2010,8
2,2010,8
6,2010,8
9,2010,8
4,2011,7.40000009536743
8,2011,7.40000009536743
3,2011,7.40000009536743
5,2011,7.40000009536743
11,2011,7.40000009536743
1,2011,7.40000009536743
10,2011,7.40000009536743
7,2011,7.40000009536743
2,2011,7.40000009536743
6,2011,7.40000009536743
9,2011,7.40000009536743
4,2012,7.19999980926514
8,2012,7.19999980926514
3,2012,7.19999980926514
5,2012,7.19999980926514
11,2012,7.19999980926514
1,2012,7.19999980926514
10,2012,7.19999980926514
7,2012,7.19999980926514
2,2012,7.19999980926514
6,2012,7.19999980926514
9,2012,7.19999980926514
