"rgn_id","year","count"
6,2007,68475.5914764859
9,2007,1.32137723968091
4,2008,172178.045539086
8,2008,36.6651054101376
3,2008,24427.8879500142
5,2008,22181.3207933994
11,2008,90.5489411320825
1,2008,49448.6934943073
10,2008,1875.19504501939
7,2008,252.500509329149
2,2008,8337.3301367092
6,2008,67270.5143627924
9,2008,1.29812280060619
4,2009,158348.084065562
8,2009,33.7200319331026
3,2009,22465.7519054883
5,2009,20399.6371237765
11,2009,83.2757236704474
1,2009,45476.796126085
10,2009,1724.5726172484
7,2009,232.218757929697
2,2009,7667.64571659791
6,2009,61867.104078812
9,2009,1.19385289636796
4,2010,156358.161551386
8,2010,33.2962803536731
3,2010,22183.430172463
5,2010,20143.2797612408
11,2010,82.2292175608597
1,2010,44905.3001018804
10,2010,1702.90032548279
7,2010,229.300520318265
